elec_id,country,date,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,enpres,preselecrule,region1,region2,region3,aclp_code,ccode,ccode2,year,month,day,regime,secondround,thirdround
L-AAB-1984-4-17,Antigua & Barbuda,17-Apr-84,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,1.92,7.2,1.94,1.12,5.9,1.13,NA,NA,8,8,7,144,58,58,1984,4,17,0,NA,NA
L-AAB-1989-3-9,Antigua & Barbuda,9-Mar-89,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,1.98,0.9,1.98,1.27,0,1.27,NA,NA,8,8,7,144,58,58,1989,3,9,0,NA,NA
L-AAB-1994-3-8,Antigua & Barbuda,8-Mar-94,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.07,0,2.07,1.97,0,1.97,NA,NA,8,8,7,144,58,58,1994,3,8,0,NA,NA
L-AAB-1999-3-9,Antigua & Barbuda,9-Mar-99,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.09,1.4,2.095,1.8,0,1.8,NA,NA,8,8,7,144,58,58,1999,3,9,0,NA,NA
L-AAB-2004-3-23,Antigua & Barbuda,23-Mar-04,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.07,2,2.071286358,1.8,0,1.8,NA,NA,8,8,7,144,58,58,2004,3,23,0,NA,NA
L-AAB-2009-3-12,Antigua & Barbuda,12-Mar-09,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.07,0.5,2.070074989,2.21,0,2.21,NA,NA,8,8,7,144,58,58,2009,3,12,0,NA,NA
L-AAB-2014-6-12,Antigua and Barbuda,12-Jun-14,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,NA,0,0,0,2.02167,0,2.02167,1.409756,0,1.409756,NA,NA,8,8,7,144,58,58,2014,6,12,0,NA,NA
L-ALB-1992-3-22,Albania,22-Mar-92,0,3,11,4,13,NA,NA,4,1,1,140,1,100,40,28.57,1,0,0,2.19,0.2,2.19,1.95,0,1.95,NA,NA,9,9,4,143,339,339,1992,3,22,0,29-Mar-92,NA
L-ALB-1996-5-26,Albania,26-May-96,0,3,12,4,12,NA,NA,2,1,0,140,1,115,25,17.86,1,0,0,2.73,9.4,2.785,1.31,0,1.31,NA,NA,9,9,4,143,339,339,1996,5,26,0,2-Jun-96,NA
L-ALB-1997-6-29,Albania,29-Jun-97,0,3,12,4,13,NA,NA,2,1,0,155,1,115,40,25.8,1,0,0,2.87,0,2.87,2.07,0,2.07,NA,NA,9,9,4,143,339,339,1997,6,29,0,6-Jul-97,NA
L-ALB-2001-6-24,Albania,24-Jun-01,0,3,11,4,13,NA,NA,4,1,1,140,1,100,40,28.57,1,0,0,3.09,9.8,3.129792891,2.6,2,2.6,NA,NA,9,9,4,143,339,339,2001,6,24,0,8-Jul-01,NA
L-ALB-2005-7-3,Albania,3-Jul-05,0,3,11,1,13,NA,NA,4,1,1,140,1,100,40,28.57,1,0,0,10.46,9.6,11.5060119,3.75,0.714285714,3.750358806,NA,NA,9,9,4,143,339,339,2005,7,3,0,NA,NA
L-ALB-2009-6-28,Albania,28-Jun-09,0,2,9,25,NA,NA,NA,NA,0,0,140,11.67,12,0,0,0,0,0,3.18,9.9,3.27698443,2.6,0,2.6,NA,NA,9,9,4,143,339,339,2009,6,28,0,NA,NA
L-ALB-2013-6-23,Albania,23-Jun-13,0,2,9,25,NA,NA,NA,NA,0,0,140,11.67,12,0,NA,0,0,0,3.51184,0,3.51184,2.796804,0,2.796804,NA,NA,9,9,4,143,339,339,2013,6,23,0,NA,NA
L-AND-1993-12-12,Andorra,12-Dec-93,0,3,12,9,13,NA,NA,2,1,0,28,2,7,14,50,1,0,0,4.82,0,4.82,4.96,21.43,6.14,NA,NA,10,10,3,195,232,232,1993,12,12,0,NA,NA
L-AND-1997-2-16,Andorra,16-Feb-97,0,3,12,9,13,NA,NA,2,1,0,28,2,7,14,50,1,0,0,2.6,8,2.62,2.58,0,2.58,NA,NA,10,10,3,195,232,232,1997,2,16,0,NA,NA
L-AND-2001-3-4,Andorra,4-Mar-01,0,3,12,9,13,NA,NA,2,1,0,28,2,7,14,50,1,0,0,3.28,0,3.28,2.7,0,2.7,NA,NA,10,10,3,195,232,232,2001,3,4,0,NA,NA
L-AND-2005-4-24,Andorra,24-Apr-05,0,3,12,9,13,NA,NA,2,1,0,28,2,7,14,50,1,0,0,2.77,0,2.77,2.28,0,2.28,NA,NA,10,10,3,195,232,232,2005,4,24,0,NA,NA
L-AND-2009-4-26,Andorra,26-Apr-09,0,3,12,9,13,NA,NA,2,1,0,28,2,7,14,50,1,0,0,2.94,0,2.94,2.4,0,2.4,NA,NA,10,10,3,195,232,232,2009,4,26,0,NA,NA
L-AND-2011-4-3,Andorra,3-Apr-11,0,3,12,9,13,NA,NA,2,1,0,28,2,7,14,50,1,0,0,2.32,0,2.32,1.78,0,1.78,NA,NA,10,10,3,195,232,232,2011,4,3,0,NA,NA
L-AND-2015-3-1,Andorra,1-Mar-15,0,3,12,9,13,NA,NA,2,1,0,28,2,7,14,50,1,0,0,3.539284,0,3.539284,2.596026,0,2.596026,NA,NA,10,10,3,195,232,232,2015,3,1,0,NA,NA
L-ARG-1946-2-24,Argentina,24-Feb-46,0,1,7,10,NA,NA,NA,NA,0,0,158,10.53,15,0,0,0,0,0,5.19,13.8,5.75,3.69,6.3,3.74,NA,NA,7,7,7,66,160,160,1946,2,24,2,NA,NA
L-ARG-1948-3-7,Argentina,7-Mar-48,0,1,7,10,NA,NA,NA,NA,0,0,158,5.27,15,0,0,0,0,0,-99,-99,-99,1.75,0,1.75,NA,NA,7,7,7,66,160,160,1948,3,7,2,NA,NA
L-ARG-1951-11-11,Argentina,11-Nov-51,0,1,1,1,NA,NA,NA,NA,0,0,149,1.07,139,0,0,0,0,0,1.97,0,1.97,1.21,0,1.21,NA,NA,7,7,7,66,160,160,1951,11,11,2,NA,NA
L-ARG-1954-4-25,Argentina,25-Apr-54,0,1,1,1,NA,NA,NA,NA,0,0,157,1.03,152,0,0,0,0,0,1.93,0,1.93,1.26,0,1.26,NA,NA,7,7,7,66,160,160,1954,4,25,2,NA,NA
L-ARG-1958-2-23,Argentina,23-Feb-58,0,1,7,10,NA,NA,NA,NA,0,0,187,8.13,23,0,0,0,0,0,2.83,8.3,2.885,1.72,0,1.72,NA,NA,7,7,7,66,160,160,1958,2,23,2,NA,NA
L-ARG-1960-3-27,Argentina,27-Mar-60,0,1,7,10,NA,NA,NA,NA,0,0,192,4.17,23,0,0,0,0,0,4.93,14.5,5.485,2.12,1,2.12,NA,NA,7,7,7,66,160,160,1960,3,27,2,NA,NA
L-ARG-1962-3-18,Argentina,18-Mar-62,0,1,7,10,NA,NA,NA,NA,0,0,192,4.17,23,0,0,0,0,0,5.49,20.1,7.05,-99,-99,-99,NA,NA,7,7,7,66,160,160,1962,3,18,4,NA,NA
L-ARG-1963-7-7,Argentina,7-Jul-63,0,2,9,25,NA,NA,NA,NA,0,0,192,8.35,23,0,0,0,0,0,5.57,11.1,5.98,4.87,8.9,5.06,NA,NA,7,7,7,66,160,160,1963,7,7,2,NA,NA
L-ARG-1965-3-17,Argentina,17-Mar-65,0,2,9,25,NA,NA,NA,NA,0,0,192,4.17,23,0,0,0,0,0,4.87,10.6,5.155,4.62,1.6,4.62,NA,NA,7,7,7,66,160,160,1965,3,17,2,NA,NA
L-ARG-1973-3-11,Argentina,11-Mar-73,0,2,9,25,NA,NA,NA,NA,0,0,243,10.13,24,0,0,0,0,0,3.19,0.2,3.19,2.9,6.2,2.94,NA,NA,7,7,7,66,160,160,1973,3,11,2,NA,NA
L-ARG-1983-10-30,Argentina,30-Oct-83,0,2,9,25,NA,NA,NA,NA,0,0,254,10.58,24,0,0,0,0,0,2.63,0,2.63,2.19,0,2.19,NA,NA,7,7,7,66,160,160,1983,10,30,2,NA,NA
L-ARG-1985-11-3,Argentina,3-Nov-85,0,2,9,25,NA,NA,NA,NA,0,0,254,5.29,24,0,0,0,0,0,4.24,1.9,4.24,3.36,0,3.36,NA,NA,7,7,7,66,160,160,1985,11,3,2,NA,NA
L-ARG-1987-9-6,Argentina,6-Sep-87,0,2,9,25,NA,NA,NA,NA,0,0,254,5.29,23,0,0,0,0,0,3.14,0.75,3.14,2.63,0,2.63,NA,NA,7,7,7,66,160,160,1987,9,6,2,NA,NA
L-ARG-1989-5-14,Argentina,14-May-89,0,2,9,25,NA,NA,NA,NA,0,0,254,5.29,24,0,0,0,0,0,3.35,0.66,3.35,2.71,0,2.71,NA,NA,7,7,7,66,160,160,1989,5,14,2,NA,NA
L-ARG-1991-10-27,Argentina,27-Oct-91,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.57,1.07,3.57,2.91,4.76,2.93,NA,NA,7,7,7,66,160,160,1991,10,27,2,NA,NA
L-ARG-1993-10-3,Argentina,3-Oct-93,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,3.37,0.53,3.37,2.7,0,2.7,NA,NA,7,7,7,66,160,160,1993,10,3,2,NA,NA
L-ARG-1995-5-14,Argentina,14-May-95,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.58,1.65,3.58,2.81,0.77,2.81,NA,NA,7,7,7,66,160,160,1995,5,14,2,NA,NA
L-ARG-1997-10-26,Argentina,26-Oct-97,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,3.65,5.83,3.65,3.33,0,3.33,NA,NA,7,7,7,66,160,160,1997,10,26,2,NA,NA
L-ARG-1999-10-24,Argentina,24-Oct-99,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.15,8.61,3.225,2.57,0,2.57,NA,NA,7,7,7,66,160,160,1999,10,24,2,NA,NA
L-ARG-2001-10-14,Argentina,14-Oct-01,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,4.66,10.3,4.869394081,2.84,0.389105058,2.84006106,NA,NA,7,7,7,66,160,160,2001,10,14,2,NA,NA
L-ARG-2003-4-27,Argentina,27-Apr-03,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,4.61,25.8,6.617004911,4.09,5.058365759,4.12464934,NA,NA,7,7,7,66,160,160,2003,4,27,2,NA,NA
L-ARG-2005-10-23,Argentina,23-Oct-05,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,6.16,21.5,8.572823322,5.81,2.723735409,5.825906505,NA,NA,7,7,7,66,160,160,2005,10,23,2,NA,NA
L-ARG-2007-10-28,Argentina,28-Oct-07,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,-99,-99,-99,3.19,7.392996109,3.474679576,NA,NA,7,7,7,66,160,160,2007,10,28,2,NA,NA
L-ARG-2009-6-28,Argentina,28-Jun-09,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,6.62,17.5,7.34,3.89,9.338521401,3.958298963,NA,NA,7,7,7,66,160,160,2009,6,28,2,NA,NA
L-ARG-2011-10-23,Argentina,23-Oct-11,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.75,30,4.53,4.28,2,4.28,NA,NA,7,7,7,66,160,160,2011,10,23,2,NA,NA
L-ARG-2013-10-27,Argentina,27-Oct-13,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,NA,0,0,0,4.652134,0,4.652134,4.343927,0,4.343927,NA,NA,7,7,7,66,160,160,2013,10,27,2,NA,NA
L-ARG-2015-10-25,Argentina,25-Oct-15,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,NA,0,0,0,-99,-99,-99,3.070862,0,3.070862,NA,NA,7,7,7,66,160,160,2015,10,25,2,NA,NA
L-ARM-1995-7-5,Armenia,5-Jul-95,0,3,12,3,13,NA,NA,2,1,0,190,1,150,40,21.05,1,0,0,4.18,6.11,4.235,2.21,23.68,2.52,NA,NA,9,9,4,145,371,371,1995,7,5,1,29-Jul-95,NA
L-ARM-1999-5-30,Armenia,30-May-99,0,3,12,1,13,NA,NA,2,1,0,131,1,75,56,42.74,1,0,0,4.77,0,4.77,3.97,0,3.97,NA,NA,9,9,4,145,371,371,1999,5,30,1,NA,NA
L-ARM-2003-5-23,Armenia,23-May-03,0,3,12,1,13,NA,NA,2,1,0,131,1,56,75,57.25,1,0,0,5.33,0.33,9.351962658,9.11,27.48091603,28.11321809,NA,NA,9,9,4,145,371,371,2003,5,23,1,NA,NA
L-ARM-2007-5-12,Armenia,12-May-07,0,3,12,1,13,NA,NA,2,1,0,131,1,41,90,68.7,1,0,0,5.26,18.3,6.255817171,3.37,12.97709924,3.524413937,NA,NA,9,9,4,145,371,371,2007,5,12,1,NA,NA
L-ARM-2012-5-6,Armenia,6-May-12,0,3,12,1,13,NA,NA,2,1,0,131,1,41,90,68.70229,1,0,0,3.336536,0,3.336536,2.733949,0,2.733949,NA,NA,9,9,4,145,371,371,2012,5,6,1,NA,NA
L-AUL-1946-9-28,Australia,28-Sep-46,0,1,3,5,NA,NA,NA,NA,0,0,74,1,74,0,0,0,0,0,2.74,2.3,2.74,2.4,1.4,2.4,NA,NA,10,5,3,129,900,900,1946,9,28,0,NA,NA
L-AUL-1949-12-10,Australia,10-Dec-49,0,1,3,5,NA,NA,NA,NA,0,0,121,1,121,0,0,0,0,0,2.64,2.2,2.64,2.62,0,2.62,NA,NA,10,5,3,129,900,900,1949,12,10,0,NA,NA
L-AUL-1951-4-28,Australia,28-Apr-51,0,1,3,5,NA,NA,NA,NA,0,0,121,1,121,0,0,0,0,0,2.49,1,2.49,2.56,0,2.56,NA,NA,10,5,3,129,900,900,1951,4,28,0,NA,NA
L-AUL-1954-5-29,Australia,29-May-54,0,1,3,5,NA,NA,NA,NA,0,0,121,1,121,0,0,0,0,0,2.46,1.7,2.46,2.55,0,2.55,NA,NA,10,5,3,129,900,900,1954,5,29,0,NA,NA
L-AUL-1955-12-10,Australia,10-Dec-55,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.73,1.4,2.735,2.58,0,2.58,NA,NA,10,5,3,129,900,900,1955,12,10,0,NA,NA
L-AUL-1958-11-22,Australia,22-Nov-58,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.97,0.7,2.97,2.59,0,2.59,NA,NA,10,5,3,129,900,900,1958,11,22,0,NA,NA
L-AUL-1961-12-9,Australia,9-Dec-61,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.81,0.9,2.81,2.52,0,2.52,NA,NA,10,5,3,129,900,900,1961,12,9,0,NA,NA
L-AUL-1963-11-30,Australia,30-Nov-63,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.79,0.5,2.79,2.66,0,2.66,NA,NA,10,5,3,129,900,900,1963,11,30,0,NA,NA
L-AUL-1966-11-26,Australia,26-Nov-66,0,1,3,5,NA,NA,NA,NA,0,0,124,1,124,0,0,0,0,0,2.98,1.5,2.98,2.63,0.8,2.63,NA,NA,10,5,3,129,900,900,1966,11,26,0,NA,NA
L-AUL-1969-10-25,Australia,25-Oct-69,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.83,2.7,2.83,2.61,0,2.61,NA,NA,10,5,3,129,900,900,1969,10,25,0,NA,NA
L-AUL-1972-12-2,Australia,2-Dec-72,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.77,1.1,2.77,2.47,0,2.47,NA,NA,10,5,3,129,900,900,1972,12,2,0,NA,NA
L-AUL-1974-5-18,Australia,18-May-74,0,1,3,5,NA,NA,NA,NA,0,0,127,1,127,0,0,0,0,0,2.66,0.4,2.66,2.52,0,2.52,NA,NA,10,5,3,129,900,900,1974,5,18,0,NA,NA
L-AUL-1975-12-13,Australia,13-Dec-75,0,1,3,5,NA,NA,NA,NA,0,0,127,1,127,0,0,0,0,0,2.69,1.4,2.7,2.51,0,2.51,NA,NA,10,5,3,129,900,900,1975,12,13,0,NA,NA
L-AUL-1977-12-10,Australia,10-Dec-77,0,1,3,5,NA,NA,NA,NA,0,0,124,1,124,0,0,0,0,0,3.11,1.1,3.115,2.45,0,2.45,NA,NA,10,5,3,129,900,900,1977,12,10,0,NA,NA
L-AUL-1980-10-18,Australia,18-Oct-80,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.81,1.3,2.81,2.64,0,2.64,NA,NA,10,5,3,129,900,900,1980,10,18,0,NA,NA
L-AUL-1983-3-5,Australia,5-Mar-83,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.67,1.4,2.67,2.23,0,2.23,NA,NA,10,5,3,129,900,900,1983,3,5,0,NA,NA
L-AUL-1984-12-1,Australia,1-Dec-84,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,2.79,1.1,2.79,2.38,0,2.38,NA,NA,10,5,3,129,900,900,1984,12,1,0,NA,NA
L-AUL-1987-7-11,Australia,11-Jul-87,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,2.9,2,3.02,2.28,0,2.28,NA,NA,10,5,3,129,900,900,1987,7,11,0,NA,NA
L-AUL-1990-3-24,Australia,24-Mar-90,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,3.33,5.9,3.34,2.35,0.7,2.35,NA,NA,10,5,3,129,900,900,1990,3,24,0,NA,NA
L-AUL-1993-3-13,Australia,13-Mar-93,0,1,3,5,NA,NA,NA,NA,0,0,147,1,147,0,0,0,0,0,2.87,7.1,2.88,2.38,1.4,2.39,NA,NA,10,5,3,129,900,900,1993,3,13,0,NA,NA
L-AUL-1996-3-2,Australia,2-Mar-96,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,3.19,4.06,3.21,2.62,3.4,2.62,NA,NA,10,5,3,129,900,900,1996,3,2,0,NA,NA
L-AUL-1998-10-3,Australia,3-Oct-98,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,3.46,1.91,3.46,2.48,0.7,2.48,NA,NA,10,5,3,129,900,900,1998,10,3,0,NA,NA
L-AUL-2001-11-10,Australia,10-Nov-01,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,3.44,4.1,3.45000399,2.49,2,2.491241256,NA,NA,10,5,3,129,900,900,2001,11,10,0,NA,NA
L-AUL-2004-10-9,Australia,9-Oct-04,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,3.17,4.1,3.184488022,2.44,2,2.441191883,NA,NA,10,5,3,129,900,900,2004,10,9,0,NA,NA
L-AUL-2007-11-24,Australia,24-Nov-07,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,3.03,3.2,3.038396534,2.25,1.333333333,2.25045018,NA,NA,10,5,3,129,900,900,2007,11,24,0,NA,NA
L-AUL-2010-8-21,Australia,21-Aug-10,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,2.86,3.3,2.868663849,2.14,2.666666667,2.142649442,NA,NA,10,5,3,129,900,900,2010,8,21,0,NA,NA
L-AUL-2013-9-7,Australia,7-Sep-13,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,NA,0,0,0,3.00836,0,3.00836,2.0212,0,2.0212,NA,NA,10,5,3,129,900,900,2013,9,7,0,NA,NA
L-AUL-2016-7-2,Australia,2-Jul-16,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,NA,0,0,0,3.214969,0,3.214969,2.133915,0,2.133915,NA,NA,10,5,3,129,900,900,2016,7,2,0,NA,NA
L-AUS-1949-10-9,Austria,9-Oct-49,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,21,12.73,4,0,0,2.78,0.5,2.78,2.54,0,2.54,NA,NA,10,10,3,101,305,305,1949,10,9,1,NA,NA
L-AUS-1953-2-22,Austria,22-Feb-53,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,24,14.55,4,0,0,2.76,0.4,2.76,2.48,0,2.48,NA,NA,10,10,3,101,305,305,1953,2,22,1,NA,NA
L-AUS-1956-5-13,Austria,13-May-56,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,18,10.91,4,0,0,2.48,0.1,2.48,2.23,0,2.23,NA,NA,10,10,3,101,305,305,1956,5,13,1,NA,NA
L-AUS-1959-5-10,Austria,10-May-59,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,20,12.12,4,0,0,2.48,0.1,2.48,2.2,0,2.2,NA,NA,10,10,3,101,305,305,1959,5,10,1,NA,NA
L-AUS-1962-11-18,Austria,18-Nov-62,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,17,10.3,4,0,0,2.47,0.5,2.47,2.19,0,2.19,NA,NA,10,10,3,101,305,305,1962,11,18,1,NA,NA
L-AUS-1966-3-6,Austria,6-Mar-66,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,14,8.48,4,0,0,2.39,0,2.39,2.14,0,2.14,NA,NA,10,10,3,101,305,305,1966,3,6,1,NA,NA
L-AUS-1970-3-1,Austria,1-Mar-70,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,14,8.48,4,0,0,2.29,0,2.29,2.12,0,2.12,NA,NA,10,10,3,101,305,305,1970,3,1,1,NA,NA
L-AUS-1971-10-10,Austria,10-Oct-71,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,16,8.74,2,0,0,2.28,0,2.28,2.21,0,2.21,NA,NA,10,10,3,101,305,305,1971,10,10,1,NA,NA
L-AUS-1975-10-5,Austria,5-Oct-75,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,12,6.56,2,0,0,2.27,0,2.27,2.21,0,2.21,NA,NA,10,10,3,101,305,305,1975,10,5,1,NA,NA
L-AUS-1979-5-6,Austria,6-May-79,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,14,7.65,2,0,0,2.28,0,2.28,2.22,0,2.22,NA,NA,10,10,3,101,305,305,1979,5,6,1,NA,NA
L-AUS-1983-4-24,Austria,24-Apr-83,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,19,10.38,2,0,0,2.4,0.2,2.4,2.26,0,2.26,NA,NA,10,10,3,101,305,305,1983,4,24,1,NA,NA
L-AUS-1986-11-23,Austria,23-Nov-86,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,21,11.48,2,0,0,2.72,0.3,2.72,2.63,0,2.63,NA,NA,10,10,3,101,305,305,1986,11,23,1,NA,NA
L-AUS-1990-10-7,Austria,7-Oct-90,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,25,13.66,2,0,0,3.17,0.5,3.17,2.99,0,2.99,NA,NA,10,10,3,101,305,305,1990,10,7,1,NA,NA
L-AUS-1994-10-9,Austria,9-Oct-94,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,92,50.27,9,1,0,3.87,0,3.87,3.73,0,3.73,NA,NA,10,10,3,101,305,305,1994,10,9,1,NA,NA
L-AUS-1995-12-17,Austria,17-Dec-95,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,86,46.99,9,1,0,3.59,0,3.59,3.49,0,3.49,NA,NA,10,10,3,101,305,305,1995,12,17,1,NA,NA
L-AUS-1999-10-3,Austria,3-Oct-99,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,84,45.9,9,1,0,3.82,0,3.82,3.41,0,3.41,NA,NA,10,10,3,101,305,305,1999,10,3,1,NA,NA
L-AUS-2002-11-24,Austria,24-Nov-02,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,78,42.62,9,1,0,3.02,1.07,3.020522278,2.88,0,2.88,NA,NA,10,10,3,101,305,305,2002,11,24,1,NA,NA
L-AUS-2006-10-1,Austria,1-Oct-06,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,99,54.1,9,1,0,3.71,4.2,3.722219909,3.38,0,3.38,NA,NA,10,10,3,101,305,305,2006,10,1,1,NA,NA
L-AUS-2008-9-28,Austria,28-Sep-08,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,111,60.66,9,1,0,4.79,5.9,4.830611359,4.24,0,4.24,NA,NA,10,10,3,101,305,305,2008,9,28,1,NA,NA
L-AUS-2013-9-29,Austria,29-Sep-13,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,121,66.12022,9,1,0,5.149357,0,5.149357,4.593197,0,4.593197,NA,NA,10,10,3,101,305,305,2013,9,29,1,NA,NA
L-BAR-1966-11-3,Barbados,3-Nov-66,0,1,5,8,NA,NA,NA,NA,0,0,24,2,12,0,0,0,0,0,2.72,7.3,2.76,2.18,8.3,2.2,NA,NA,8,8,7,50,53,53,1966,11,3,0,NA,NA
L-BAR-1971-9-9,Barbados,9-Sep-71,0,1,1,1,NA,NA,NA,NA,0,0,24,1,24,0,0,0,0,0,1.96,0.2,1.96,1.6,0,1.6,NA,NA,8,8,7,50,53,53,1971,9,9,0,NA,NA
L-BAR-1976-9-2,Barbados,2-Sep-76,0,1,1,1,NA,NA,NA,NA,0,0,24,1,24,0,0,0,0,0,2.03,0.3,2.03,1.7,0,1.7,NA,NA,8,8,7,50,53,53,1976,9,2,0,NA,NA
L-BAR-1981-6-18,Barbados,18-Jun-81,0,1,1,1,NA,NA,NA,NA,0,0,27,1,27,0,0,0,0,0,2.02,0.7,2.02,1.87,0,1.87,NA,NA,8,8,7,50,53,53,1981,6,18,0,NA,NA
L-BAR-1986-5-28,Barbados,28-May-86,0,1,1,1,NA,NA,NA,NA,0,0,27,1,27,0,0,0,0,0,1.93,0.2,1.93,1.25,0,1.25,NA,NA,8,8,7,50,53,53,1986,5,28,0,NA,NA
L-BAR-1991-1-22,Barbados,22-Jan-91,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,2.29,0.4,2.29,1.85,0,1.85,NA,NA,8,8,7,50,53,53,1991,1,22,0,NA,NA
L-BAR-1994-9-6,Barbados,6-Sep-94,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,2.48,0.4,2.48,1.84,0,1.84,NA,NA,8,8,7,50,53,53,1994,9,6,0,NA,NA
L-BAR-1999-1-20,Barbados,20-Jan-99,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,1.84,0,1.84,1.15,0,1.15,NA,NA,8,8,7,50,53,53,1999,1,20,0,NA,NA
L-BAR-2003-5-21,Barbados,21-May-03,0,1,1,1,NA,NA,NA,NA,0,0,30,1,30,0,0,0,0,0,1.98,0.1,1.98000196,1.56,0,1.56,NA,NA,8,8,7,50,53,53,2003,5,21,0,NA,NA
L-BAR-2008-1-15,Barbados,15-Jan-08,0,1,1,1,NA,NA,NA,NA,0,0,30,1,30,0,0,0,0,0,2,0.3,2.000018,1.8,0,1.8,NA,NA,8,8,7,50,53,53,2008,1,15,0,NA,NA
L-BAR-2013-2-21,Barbados,21-Feb-13,0,1,1,1,NA,NA,NA,NA,0,0,30,1,30,0,NA,0,0,0,2.014317,0,2.014317,1.99115,0,1.99115,NA,NA,8,8,7,50,53,53,2013,2,21,0,NA,NA
